日期(年/月),單位,天然氣供給_合計,天然氣供給_自產量,天然氣供給_進口量,天然氣轉變投入_合計,天然氣轉變投入_煉油廠,天然氣轉變投入_發電及汽電,天然氣消費_合計,天然氣消費_能源部門自用,天然氣消費_工業部門,天然氣消費_運輸部門,天然氣消費_農業部門,天然氣消費_服務業部門,天然氣消費_住宅部門,天然氣消費_非能源消費,自產天然氣可供市場銷售之NG1_小計,自產天然氣可供市場銷售之NG1_自產量,自產天然氣可供市場銷售之NG1_由LNG來之調整量,自產天然氣轉變投入_發電及汽電,自產天然氣NG1消費_合計,自產天然氣NG1消費_能源部門自用,自產天然氣NG1消費_工業部門,自產天然氣NG1消費_運輸部門,自產天然氣NG1消費_農業部門,自產天然氣NG1消費_服務業部門,自產天然氣NG1消費_住宅部門,自產天然氣NG1消費_非能源消費,(進口)液化天然氣進口量,(進口)液化天然氣可供市場銷售之NG2可供市場銷售之NG2,(進口)液化天然氣轉變投入_小計,(進口)液化天然氣轉變投入_煉油廠,(進口)液化天然氣轉變投入_發電及汽電,(進口)液化天然氣NG2消費_小計,(進口)液化天然氣NG2消費_能源部門自用,(進口)液化天然氣NG2消費_工業部門,(進口)液化天然氣NG2消費_運輸部門,(進口)液化天然氣NG2消費_農業部門,(進口)液化天然氣NG2消費_服務業部門,(進口)液化天然氣NG2消費_住宅部門,(進口)液化天然氣NG2消費_非能源消費
201201,千立方公尺,1158654.185319438,27221,1131433.185319438,783290.37897287,3654,779636.37897287,320291.50602713,68283.81100453,129348.0420226,0,0,34794.31,87865.343,0,157823.375,27221,130602.375,226.4674045,137375.8425955,175.292,28192.0185955,0,0,26409.217,82599.315,0,1131433.185319438,1104393,783063.91156837,3654,779409.91156837,182915.66343163,68108.51900453,101156.0234271,0,0,8385.093,5266.028,0
201202,千立方公尺,1143358.0176710468,29095,1114263.0176710468,868821.73318763,46,868775.73318763,334476.92481237,62013.99156976,139492.66724261,0,0,38325.402,94644.864,0,144001.375,29095,114906.375,188.07311236,148265.27188764,214,30050.26888764,0,0,29453.332,88547.671,0,1114263.0176710468,1307288,868633.66007527,46,868587.66007527,186211.65292473,61799.99156976,109442.39835497,0,0,8872.07,6097.193,0
201203,千立方公尺,1348081.2958767558,27860,1320221.2958767558,941333.72578798,2995,938338.72578798,351220.90021202,59681.97407706,156262.04213496,0,0,35421.942,99854.942,0,164294.375,27860,136434.375,155.83432023,157119.17467977,253.432,35742.52467977,0,0,27349.931,93773.287,0,1320221.2958767558,1313932,941177.89146775,2995,938182.89146775,194101.72553225,59428.54207706,120519.51745519,0,0,8072.011,6081.655,0
201204,千立方公尺,1377920.901676484,27970,1349950.901676484,1083048.49580678,3568,1079480.49580678,327022.61419322,57794.21338114,148313.13781208,0,0,33609.086,87306.177,0,136850.875,27970,108880.875,163.3916236,142329.4763764,172.068,33841.8493764,0,0,26058.676,82256.883,0,1349950.901676484,1402637,1082885.10418318,3568,1079317.10418318,184693.13781682,57622.14538114,114471.28843568,0,0,7550.41,5049.294,0
201205,千立方公尺,1609771.0647938377,23780,1585991.0647938377,1320232.18934319,3526,1316706.18934319,324451.85365681,60329.39538491,154580.8062719,0,0,32266.518,77275.134,0,128797.625,23780,105017.625,198.70733146,133302.14666854,175.153,35271.21566854,0,0,24929.996,72925.782,0,1585991.0647938377,1598348,1320033.48201173,3526,1316507.48201173,191149.70698827,60154.24238491,119309.59060336,0,0,7336.522,4349.352,0
201206,千立方公尺,1652345.7222473947,26647,1625698.7222473947,1184060.56871488,0,1184060.56871488,304578.61428512,54045.65347304,152500.06681208,0,0,31950.341,66082.553,0,118539.25,26647,91892.25,191.0283427,120175.2806573,143.606,33189.1966573,0,0,24284.057,62558.421,0,1625698.7222473947,1502438,1183869.54037218,0,1183869.54037218,184403.33362782,53902.04747304,119310.87015478,0,0,7666.284,3524.132,0
201207,千立方公尺,1646935.8169460807,30004,1616931.8169460807,1371285.07066818,2232,1369053.07066818,305271.46933182,63028.15281927,154978.85651255,0,0,30550.628,56713.832,0,110390.875,30004,80386.875,203.6471573,111422.3008427,145.424,34977.0088427,0,0,23092.902,53206.966,0,1616931.8169460807,1720294,1371081.42351088,2232,1368849.42351088,193849.16848912,62882.72881927,120001.84766985,0,0,7457.726,3506.866,0
201208,千立方公尺,1606899.236520163,34665,1572234.236520163,1210945.72077159,4847,1206098.72077159,302235.94422841,63278.33627392,153978.49395449,0,0,30871.889,54107.225,0,113589.375,34665,78924.375,100.94182584,108930.32917416,153,34934.29217416,0,0,23108.493,50734.544,0,1572234.236520163,1555613,1210844.77894575,4847,1205997.77894575,193305.61505425,63125.33627392,119044.20178033,0,0,7763.396,3372.681,0
201209,千立方公尺,1512185.42048029,29329,1482856.42048029,1176379.74704699,5773,1170606.74704699,300668.98695301,62657.77437388,155968.19357913,0,0,30160.494,51882.525,0,113093.125,29329,83764.125,133.51858989,105801.74241011,143,34606.61041011,0,0,22478.247,48573.885,0,1482856.42048029,1542084,1176246.2284571,5773,1170473.2284571,194867.2445429,62514.77437388,121361.58316902,0,0,7682.247,3308.64,0
201210,千立方公尺,1304885.876755777,28910,1275975.876755777,1078232.31159188,6247,1071985.31159188,334711.97440812,78823.40530648,164940.07410164,0,0,31880.086,59068.409,0,129588.5,28910,100678.5,106.58667978,114374.51932022,364.176,35102.02032022,0,0,23772.074,55136.249,0,1275975.876755777,1444057,1078125.7249121,6247,1071878.7249121,220337.4550879,78459.22930648,129838.05378142,0,0,8108.012,3932.16,0
201211,千立方公尺,1437909.513366561,54208,1383701.513366561,973360.01553962,5512,967848.01553962,331677.50846038,61579.77537395,169415.59308643,0,0,35434.628,65247.512,0,160862.5,54208,106654.5,103.99735955,122727.70164045,197.473,35360.96464045,0,0,26059.752,61109.512,0,1383701.513366561,1272463,973256.01818007,5512,967744.01818007,208949.80681993,61382.30237395,134054.62844598,0,0,9374.876,4138,0
201212,千立方公尺,1337420.0634345266,102360,1235060.0634345266,1016496.63718908,2423,1014073.63718908,340708.26481092,56358.96997823,166428.78583269,0,0,38044.128,79876.381,0,233355,102360,130995,125.13336517,138686.45763483,182,36156.62663483,0,0,27325.425,75022.406,0,1235060.0634345266,1298824,1016371.50382391,2423,1013948.50382391,202021.80717609,56176.96997823,130272.15919786,0,0,10718.703,4853.975,0
201301,千立方公尺,1233291.69279565,27658,1205633.69279565,960791.64742633,0,960791.64742633,351503.63657367,58038.3517104,166364.99886327,0,0,40084.521,87015.765,0,171183.25,27658,143525.25,170.87325281,147829.57274719,224.115,37715.88774719,0,0,28219.081,81670.489,0,1205633.69279565,1295358,960620.77417352,0,960620.77417352,203674.06382648,57814.2367104,128649.11111608,0,0,11865.44,5345.276,0
201302,千立方公尺,1090053.1644766652,23922,1066131.1644766652,759472.51019508,1228,758244.51019508,304803.75180492,48990.12012203,133973.58368289,0,0,37171.298,84668.75,0,137332.125,23922,113410.125,60.77447753,130678.48052247,157.118,24640.33752247,0,0,26887.994,78993.031,0,1066131.1644766652,1095977,759411.73571755,1228,758183.73571755,174125.27128245,48833.00212203,109333.24616042,0,0,10283.304,5675.719,0
201303,千立方公尺,1412094.1096511101,27700,1384394.1096511101,1102507.49998167,4982,1097525.49998167,350436.13901833,48715.9458171,175949.39420123,0,0,36699.467,89071.332,0,150637.75,27700,122937.75,114.83364607,146810.57135393,275.208,37286.04135393,0,0,26226.033,83023.289,0,1384394.1096511101,1496764,1102392.6663356,4982,1097410.6663356,203625.5676644,48440.7378171,138663.3528473,0,0,10473.434,6048.043,0
201304,千立方公尺,1348139.8214771182,31918,1316221.8214771182,1011858.90434987,222,1011636.90434987,328690.02165013,45733.64959565,161786.13705448,0,0,36741,84429.235,0,145427.125,31918,113509.125,144.24451124,143051.81148876,157,36998.17648876,0,0,26880.29,79016.345,0,1316221.8214771182,1426810,1011714.65983863,222,1011492.65983863,185638.21016137,45576.64959565,124787.96056572,0,0,9860.71,5412.89,0
201305,千立方公尺,1497700.3207974627,30904,1466796.3207974627,1190217.31316592,1116,1189101.31316592,324712.58883408,50528.94558252,162073.50525156,0,33.711,38912.76,73163.667,0,133828,30904,102924,116.09174157,135780.42125843,202.142,38038.61425843,0,0,29596.787,67942.878,0,1466796.3207974627,1615666,1190101.22142435,1116,1188985.22142435,188932.16757565,50326.80358252,124034.89099313,0,33.711,9315.973,5220.789,0
201306,千立方公尺,1569916.0430448572,23141,1546775.0430448572,1384657.72778439,0,1384657.72778439,307791.75621561,52189.88186093,159169.77135468,0,10.554,35679.551,60741.998,0,127728.875,23141,104587.875,112.6519045,119936.8990955,136.098,36271.1770955,0,0,27717.788,55811.836,0,1546775.0430448572,1665672,1384545.07587989,0,1384545.07587989,187854.85712011,52053.78386093,122898.59425918,0,10.554,7961.763,4930.162,0
201307,千立方公尺,1671141.8124150431,22780,1648361.8124150431,1382765.07634092,1490,1381275.07634092,306264.00065908,50953.57819224,168240.80646684,0,10.232,35613.591,51445.793,0,105185.125,22780,82405.125,133.79707865,111598.42792135,117.089,37447.31992135,0,0,26764.702,47269.317,0,1648361.8124150431,1678836,1382631.27926227,1490,1381141.27926227,194665.57273773,50836.48919224,130793.48654549,0,10.232,8848.889,4176.476,0
201308,千立方公尺,1705808.833257816,22505,1683303.833257816,1385513.0229462,80,1385433.0229462,312752.8440538,55680.81675674,173402.97729706,0,10.049,36544.895,47114.106,0,152027.375,22505,129522.375,112.50415169,108474.94184831,140.081,37908.56984831,0,0,27286.331,43139.96,0,1683303.833257816,1758081,1385400.51879451,80,1385320.51879451,204277.90220549,55540.73575674,135494.40744875,0,10.049,9258.564,3974.146,0
201309,千立方公尺,1492861.905301314,26815,1466046.905301314,1103798.9338416,0,1103798.9338416,302067.4351584,49460.58185364,169386.98230476,0,44.51,35403.134,47772.227,0,113264.5,26815,86449.5,146.03710674,106930.83289326,190.05,36109.92389326,0,0,26471.725,44159.134,0,1466046.905301314,1452410,1103652.89673486,0,1103652.89673486,195136.60226514,49270.53185364,133277.0584115,0,44.51,8931.409,3613.093,0
201310,千立方公尺,1525081.0702310828,30926,1494155.0702310828,1092620.1790387,380,1092240.1790387,323436.6519613,57794.24912953,176655.97683177,0,127.307,36858.455,52000.664,0,131490.875,30926,100564.875,143.87269101,114431.02530899,172.066,38611.89130899,0,0,27602.716,48044.352,0,1494155.0702310828,1516725,1092476.30634769,380,1092096.30634769,209005.62665231,57622.18312953,138044.08552278,0,127.307,9255.739,3956.312,0
201311,千立方公尺,1289856.0199365655,61948,1227908.0199365655,1027948.69267789,9311,1018637.69267789,299350.37132211,28282.82144726,171806.08887485,0,256.21,39827.301,59177.95,0,185962.375,61948,124014.375,56.31608989,123764.07591011,145.021,39043.80691011,0,0,29544.278,55030.97,0,1227908.0199365655,1360064,1027892.376588,9311,1018581.376588,175586.295412,28137.80044726,132762.28196474,0,256.21,10283.023,4146.98,0
201312,千立方公尺,1259015.4372451291,50850,1208165.4372451291,977846.83188997,8704,969142.83188997,341809.63511003,32971.86621793,190341.8288921,0,591.819,42019.1,75885.021,0,180519.75,50850,129669.75,190.22067416,143955.49132584,237.092,41999.36032584,0,0,31055.139,70663.9,0,1208165.4372451291,1307629,977656.61121581,8704,968952.61121581,197854.14378419,32734.77421793,148342.46856626,0,591.819,10963.961,5221.121,0
201401,千立方公尺,1244446.8962392388,31020,1213426.8962392388,884818.51862528,1120,883698.51862528,347483.79737472,25572.73322603,189316.53014869,0,719.954,45027.018,86847.562,0,188817,31020,157797,156.90639888,155534.91560112,124,40467.14860112,0,0,33282.175,81661.592,0,1213426.8962392388,1309144,884661.6122264,1120,883541.6122264,191948.8817736,25448.73322603,148849.38154757,0,719.954,11744.843,5185.97,0
201402,千立方公尺,992624.9632985954,23922,968702.9632985954,710570.8513966,0,710570.8513966,326664.3396034,33624.01381331,160751.65679009,0,701.911,42562.589,89024.169,0,146777.625,23922,122855.625,160.85967978,145369.94432022,164,29927.89432022,0,0,32577.489,82700.561,0,968702.9632985954,1063052,710409.99171682,0,710409.99171682,181294.39528318,33460.01381331,130823.76246987,0,701.911,9985.1,6323.608,0
201403,千立方公尺,1319347.1209787042,32008,1287339.1209787042,1016726.38765409,0,1016726.38765409,355743.22134591,34862.00257408,185102.25677183,0,397.3,41883.677,93497.985,0,169917.25,32008,137909.25,179.25522472,159993.59377528,279.115,40817.66677528,0,0,31347.354,87549.458,0,1287339.1209787042,1408774,1016547.13242937,0,1016547.13242937,195749.62757063,34582.88757408,144284.58999655,0,397.3,10536.323,5948.527,0
201404,千立方公尺,1482808.9891255097,34577,1448231.9891255097,1150181.58110368,0,1150181.58110368,337990.76289632,29104.65779632,183721.1491,0,169.392,42903.879,82091.685,0,142361,34577,107784,171.2519045,148312.8750955,216,40157.3540955,0,0,31641.359,76298.162,0,1448231.9891255097,1508858,1150010.32919918,0,1150010.32919918,189677.88780082,28888.65779632,143563.7950045,0,169.392,11262.52,5793.523,0
201405,千立方公尺,1651469.598550068,28372,1623097.598550068,1312620.33937513,0,1312620.33937513,331674.35262487,27469.72414948,189883.14247539,0,74.09,41694.852,72552.544,0,140387.125,28372,112015.125,118.18224157,139721.67375843,197.09,41156.23875843,0,0,30568.664,67799.681,0,1623097.598550068,1791037,1312502.15713356,0,1312502.15713356,191952.67886644,27272.63414948,148726.90371696,0,74.09,11126.188,4752.863,0
201406,千立方公尺,1565214.9347530585,32863,1532351.9347530585,1325273.34897557,0,1325273.34897557,314061.67902443,21428.64227597,191334.66474846,0,13.121,40607.465,60677.786,0,123397.375,32863,90534.375,173.40597753,126817.29902247,422.099,39938.60002247,0,0,29823.011,56633.589,0,1532351.9347530585,1646201,1325099.94299804,0,1325099.94299804,187244.38000196,21006.54327597,151396.06472599,0,13.121,10784.454,4044.197,0
201407,千立方公尺,1888195.3869506116,35477,1852718.3869506116,1531329.72760764,2880,1528449.72760764,322453.88939236,38556.16686595,192680.34252641,0,9.751,38335.858,52871.771,0,115562.375,35477,80085.375,184.16131461,119541.72268539,153.068,41305.91868539,0,0,28705.419,49377.317,0,1852718.3869506116,1840319,1531145.56629303,2880,1528265.56629303,202912.16670697,38403.09886595,151374.42384102,0,9.751,9630.439,3494.454,0
201408,千立方公尺,1629631.022655188,27221,1602410.022655188,1402324.57079105,4220,1398104.57079105,297293.52620895,25785.41673143,187648.62347752,0,9.867,37529.416,46320.203,0,110174,27221,82953,194.09923596,112456.04876404,222.067,41091.47976404,0,0,28199.552,42942.95,0,1602410.022655188,1713701,1402130.47155509,4220,1397910.47155509,184837.47744491,25563.34973143,146557.14371348,0,9.867,9329.864,3377.253,0
201409,千立方公尺,1821031.30720435,36865,1784166.30720435,1461015.41923817,4175,1456840.41923817,278687.51276183,20337.00196228,178052.40179955,0,18.394,37445.202,42834.513,0,112442.5,36865,75577.5,191.1371573,107022.0458427,125.06,39545.2808427,0,0,27756.931,39594.774,0,1784166.30720435,1766900,1460824.28208087,4175,1456649.28208087,171665.46691913,20211.94196228,138507.12095685,0,18.394,9688.271,3239.739,0
201410,千立方公尺,1575709.121431808,34113,1541596.121431808,1304751.51349153,6214,1298537.51349153,295195.95350847,27173.22881784,179862.42269063,0,146.618,39612.221,48401.463,0,132444.75,34113,98331.75,123.17128652,114761.89871348,107,40341.84871348,0,0,29209.988,45103.062,0,1541596.121431808,1730925,1304628.34220501,6214,1298414.34220501,180434.05479499,27066.22881784,139520.57397715,0,146.618,10402.233,3298.401,0
201411,千立方公尺,1487617.0013593114,30526,1457091.0013593114,1081967.44356961,8319,1073648.44356961,301071.57343039,23876.69103099,178455.9643994,0,271.736,41285.964,57181.218,0,141742.375,30526,111216.375,140.4246573,124211.8893427,178.068,39762.5513427,0,0,30630.497,53640.773,0,1457091.0013593114,1466388,1081827.01891231,8319,1073508.01891231,176859.68408769,23698.62303099,138693.4130567,0,271.736,10655.467,3540.445,0
201412,千立方公尺,1410390.6588128682,32392,1377998.6588128682,1083569.28883375,4225,1079344.28883375,339256.92616625,22869.72707579,197388.38609046,0,567.887,44215.555,74215.371,0,184479.625,32392,152087.625,213.45115169,146561.51384831,98,43967.98684831,0,0,32727.694,69767.833,0,1377998.6588128682,1561795,1083355.83768206,4225,1079130.83768206,192695.41231794,22771.72707579,153420.39924215,0,567.887,11487.861,4447.538,0
201501,千立方公尺,1428298.8613502493,30941,1397357.8613502493,1028016.98274658,4369,1023647.98274658,361754.73025342,26356.75219837,202345.99905505,0,775.246,46876.967,85399.766,0,175965.875,30941,145024.875,175.33111798,159832.49688202,96,44231.77688202,0,0,35228.985,80275.735,0,1397357.8613502493,1416908,1027841.6516286,4369,1023472.6516286,201922.2333714,26260.75219837,158114.22217303,0,775.246,11647.982,5124.031,0
201502,千立方公尺,1082410.4164023562,27987,1054423.4164023562,865739.87594457,4019,861720.87594457,320569.82405543,19518.88493993,169632.3741155,0,745.941,43154.314,87518.31,0,155875.875,27987,127888.875,113.03060674,145988.48639326,216.099,32091.37939326,0,0,32170.241,81510.767,0,1054423.4164023562,1202396,865626.84533783,4019,861607.84533783,174581.33766217,19302.78593993,137540.99472224,0,745.941,10984.073,6007.543,0
201503,千立方公尺,1527656.8495695514,32741,1494915.8495695514,1125637.28549302,4646,1120991.28549302,376316.80350698,34929.49923288,205485.8422741,0,389.647,46221.824,89289.991,0,170630,32741,137889,203.52798876,158337.79001124,143.14,39328.59501124,0,0,35286.716,83579.339,0,1494915.8495695514,1567394,1125433.75750426,4646,1120787.75750426,217979.01349574,34786.35923288,166157.24726286,0,389.647,10935.108,5710.652,0
201504,千立方公尺,1547457.2188491165,29526,1517931.2188491165,1264312.43098726,4909,1259403.43098726,344853.57901274,24977.72332935,195179.72568339,0,270.291,43035.506,81390.333,0,143884.5,29526,114358.5,183.44171348,149944.89828652,166.2,41151.16328652,0,0,32707.111,75920.424,0,1517931.2188491165,1615889,1264128.98927378,4909,1259219.98927378,194908.68072622,24811.52332935,154028.56239687,0,270.291,10328.395,5469.909,0
201505,千立方公尺,1847705.7335749888,29982,1817723.7335749888,1544342.28407045,5791,1538551.28407045,351673.66092955,37289.22864382,203409.79328573,0,61.356,41358.674,69554.609,0,136003.125,29982,106021.125,166.46601124,137428.28898876,124.133,41780.95198876,0,0,31085.594,64437.61,0,1817723.7335749888,1964968,1544175.81805921,5791,1538384.81805921,214245.37194079,37165.09564382,161628.84129697,0,61.356,10273.08,5116.999,0
201506,千立方公尺,1936883.3570457634,28527,1908356.3570457634,1544953.37405341,5743,1539210.37405341,331991.63794659,32480.79677176,201956.45817483,0,36.687,40641.875,56875.821,0,116052,28527,87525,140.8133427,122646.7506573,97.01,39258.2106573,0,0,30675.872,52615.658,0,1908356.3570457634,1941453,1544812.56071071,5743,1539069.56071071,209344.88728929,32383.78677176,162698.24751753,0,36.687,9966.003,4260.163,0
201507,千立方公尺,1980808.8459447213,29109,1951699.8459447213,1600962.55598924,5886,1595076.55598924,324369.47401076,30127.3211307,206006.70688006,0,27.031,39429.468,48778.947,0,117498,29109,88389,165.40716292,117348.93483708,104.1,42381.11883708,0,0,29566.402,45297.314,0,1951699.8459447213,1936322,1600797.14882632,5886,1594911.14882632,207020.53917368,30023.2211307,163625.58804298,0,27.031,9863.066,3481.633,0
201508,千立方公尺,1772303.4272768465,30352,1741951.4272768465,1410429.32436688,5805,1404624.32436688,322284.17363312,36850.09791859,200344.67871453,0,28.902,38519.615,46540.88,0,117104.125,30352,86752.125,170.0741573,112529.4448427,108.089,40715.4558427,0,0,28553.702,43152.198,0,1741951.4272768465,1798252,1410259.25020958,5805,1404454.25020958,209754.72879042,36742.00891859,159629.22287183,0,28.902,9965.913,3388.682,0
201509,千立方公尺,1447247.3235160853,29669,1417578.3235160853,1311641.28090063,4683,1306958.28090063,307824.38409937,29206.1006606,193126.07243877,0,83.554,38370.542,47038.115,0,121085.375,29669,91416.375,158.25070225,112437.02029775,109.059,40490.91729775,0,0,28523.446,43313.598,0,1417578.3235160853,1634388,1311483.03019838,4683,1306800.03019838,195387.36380162,29097.0416606,152635.15514102,0,83.554,9847.096,3724.517,0
201510,千立方公尺,1711419.017217943,33013,1678406.017217943,1374349.60528309,5214,1369135.60528309,327320.55271691,32568.55760652,203079.78011039,0,139.926,39524.289,52008,0,136848.25,33013,103835.25,170.77289326,120934.46210674,111.043,42997.24210674,0,0,29533.966,48292.211,0,1678406.017217943,1715948,1374178.83238983,5214,1368964.83238983,206386.09061017,32457.51460652,160082.53800365,0,139.926,9990.323,3715.789,0
201511,千立方公尺,1509724.5555052108,34202,1475522.5555052108,1201669.60994531,3167,1198502.60994531,319580.79305469,26045.94219885,195300.44085584,0,184.723,41664.568,56385.119,0,136919,34202,102717,175.01755618,126481.88944382,110.078,42570.86244382,0,0,31254.182,52546.767,0,1475522.5555052108,1575845,1201494.59238913,3167,1198327.59238913,193098.90361087,25935.86419885,152729.57841202,0,184.723,10410.386,3838.352,0
201512,千立方公尺,1529597.536021749,37726,1491871.536021749,1171693.28599635,4390,1167303.28599635,340896.71500365,24773.56194615,203922.3980575,0,569.609,43114.706,68516.44,0,155105.125,37726,117379.125,225.69030899,141977.92569101,162.055,45924.70769101,0,0,31623.324,64267.839,0,1491871.536021749,1618020,1171467.59568736,4390,1167077.59568736,198918.78931264,24611.50694615,157997.69036649,0,569.609,11491.382,4248.601,0
201601,千立方公尺,1519195.064340734,30381,1488814.064340734,1132960.37465708,3970,1128990.37465708,360967.74634292,21256.80208251,211018.35926041,0,798.31,48128.148,79766.127,0,148671.375,30381,118290.375,188.0622191,157728.1887809,99.107,46496.7867809,0,0,36464.627,74667.668,0,1488814.064340734,1544375,1132772.31243798,3970,1128802.31243798,203239.55756202,21157.69508251,164521.57247951,0,798.31,11663.521,5098.459,0
201602,千立方公尺,1191794.0194834617,29383,1162411.0194834617,860126.60235111,880,859246.60235111,332839.49364889,17951.43102829,181492.1066206,0,936.213,44621.541,87838.202,0,140715.25,29383,111332.25,129.79311798,148094.25688202,119,32257.00288202,0,0,33674.708,82043.546,0,1162411.0194834617,1268771,859996.80923313,880,859116.80923313,184745.23676687,17832.43102829,149235.10373858,0,936.213,10946.833,5794.656,0
201603,千立方公尺,1350037.8477571364,29990,1320047.8477571364,998243.44652476,0,998243.44652476,378202.68847524,15186.89007922,217062.43439602,0,648.667,46896.785,98407.912,0,153491.375,29990,123501.375,203.03286517,173649.28413483,161.12,45878.26113483,0,0,35462.612,92147.291,0,1320047.8477571364,1409078,998040.41365959,0,998040.41365959,204553.40434041,15025.77007922,171184.17326119,0,648.667,11434.173,6260.621,0
201604,千立方公尺,1583233.2528318984,29107,1554126.2528318984,1174034.61493829,0,1174034.61493829,357956.87206171,18111.26221319,203293.81084852,0,367.339,44811.191,91373.269,0,122548.375,29107,93441.375,152.82331461,164651.34568539,160.047,45013.92868539,0,0,34116.861,85360.509,0,1554126.2528318984,1539329,1173881.79162368,0,1173881.79162368,193305.52637632,17951.21521319,158279.88216313,0,367.339,10694.33,6012.76,0
201605,千立方公尺,1677132.9574082466,20771,1656361.9574082466,1522853.15848495,0,1522853.15848495,352563.16751505,20518.02909051,212393.63342454,0,78.235,43627.883,75945.387,0,126744.875,20771,105973.875,183.49719101,149995.22180899,93.124,46717.49380899,0,0,32151.243,71033.361,0,1656361.9574082466,1877152,1522669.66129394,0,1522669.66129394,202567.94570606,20424.90509051,165676.13961555,0,78.235,11476.64,4912.026,0
201606,千立方公尺,1879815.6447666516,25544,1854271.6447666516,1555436.8547242,0,1555436.8547242,331702.1232758,20854.20491112,207888.98036468,0,35.82,42310.343,60612.775,0,145265.375,25544,119721.375,199.45926966,131106.41673034,123.068,43457.17573034,0,0,31215.997,56310.176,0,1854271.6447666516,1868686,1555237.39545454,0,1555237.39545454,200595.70654546,20731.13691112,164431.80463434,0,35.82,11094.346,4302.599,0
201607,千立方公尺,1934155.1631173538,25675,1908480.1631173538,1669283.65899611,0,1669283.65899611,325503.44400389,16211.57149497,216939.15350892,0,22.407,40286.837,52043.475,0,113769.25,25675,88094.25,162.90744382,123621.67955618,88.062,45311.20455618,0,0,29765.632,48456.781,0,1908480.1631173538,2015950,1669120.75155229,0,1669120.75155229,201881.76444771,16123.50949497,171627.94895274,0,22.407,10521.205,3586.694,0
201608,千立方公尺,1843887.7888536474,24170,1819717.7888536474,1702008.78855153,0,1702008.78855153,335771.22844847,26108.74471382,223205.96973465,0,29.593,40060.577,46366.344,0,114366.875,24170,90196.875,174.54353933,116991.61746067,112.061,45076.67046067,0,0,28854.502,42948.384,0,1819717.7888536474,2030575,1701834.2450122,0,1701834.2450122,218779.6109878,25996.68371382,178129.29927398,0,29.593,11206.075,3417.96,0
201609,千立方公尺,1971034.888083371,25194,1945840.888083371,1387285.44220221,0,1387285.44220221,317913.72979779,20791.891318,210801.99947979,0,46.05,39909.956,46363.833,0,116896.125,25194,91702.125,166.03174157,114557.22725843,163.04,42112.07325843,0,0,29382.53,42899.584,0,1945840.888083371,1778729,1387119.41046064,0,1387119.41046064,203356.50253936,20628.851318,168689.92622136,0,46.05,10527.426,3464.249,0
201610,千立方公尺,1723850.7412777527,26878,1696972.7412777527,1509219.71348991,5104,1504115.71348991,337913.13651009,23769.40881628,223814.55469381,0,85.087,40387.838,49856.248,0,128516.125,26878,101638.125,375.52766854,119976.22633146,136,43860.95733146,0,0,29802.669,46176.6,0,1696972.7412777527,1962031,1508844.18582137,5104,1503740.18582137,217936.91017863,23633.40881628,179953.59736235,0,85.087,10585.169,3679.648,0
